AREA DEM REP OTH
AREA DEM REP OTH
CA-3 132071.32940689998 163109.67059310002 0
CA-31 122633.70055145999 65748.89944854 0
CA-30 157812.46522875 0 0
CA-29 83913.96736469999 0 0
CA-28 157740.0383244 71887.9616756 0
CA-27 118553.87583423 114335.82416577003 0
CA-26 136597.88059203 109138.81940796999 0
CA-25 89617.98944992 75130.41055007999 0
CA-24 159610.89364416 89163.50635584 0
CA-23 71075.11712625 107531.38287375002 0
CA-22 58887.119379480006 56556.180620520005 0
CA-2 216197.87591596 74157.52408404001 0
CA-21 77992.48768896 64314.61231104001 0
CA-20 72770.26680261001 150664.63319739 0
CA-19 181916.82797885 77466.67202115 0
CA-18 110304.82229224002 47473.37770776001 0
CA-17 149749.18231392 52507.23791172 0
CA-16 135496.66771452 0 0
CA-15 113420.01810284 0 0
CA-14 149486.37728372 59387.8436037 0
CA-13 72748.6423074 69145.3576926 0
CA-12 207130.96495689996 22878.346543564996 0
CA-1 81871.3794648 140135.1205352 0
CA-11 235332.42033129997 36215.3796687 0
CA-10 170327.71914116002 0 0
AZ-9 0 192036.6 0
AZ-8 0 220392.8 0
AZ-7 109458.77469532 71779.12530468 0
AZ-6 140167.96247598 161406.13752401998 0
AZ-5 99342.23866211 178417.81946619 0
AZ-4 141301.17430614 120537.42569386 0
AZ-3 97037.07997396 36208.72002604 0
AZ-2 140461.86168454998 152169.63831545002 0
AZ-1 148949.20494 179250.79506 0
AR-4 51068.86057681001 139613.02372421 0
AR-3 63420.4309554 134668.94307875997 0
AR-2 80662.70580990001 137922.8784165 0
AR-1 48873.61182384 139555.78817616001 0
AL-7 131911.54022568002 69116.88756072 0
AL-6 0 170327.81647263002 0
AL-5 71446.99466976 153402.52919327997 0
AL-4 34032.188138850004 178835.9923251 0
AL-3 52861.29226132 144071.98573448 6653.515896595999
AL-2 62451.72119379 147683.09370107998 0
AL-1 0 167231.15889252 0
AK-1 127354.73362611998 71889.58629798 0
